# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
#
# User preference: *
#
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
# COLUMN koi_fwm_prao:   FW &Delta;&alpha;(OOT) [sec]
# COLUMN koi_fwm_pdeco:  FW &Delta;&delta;(OOT) [arcsec]
# COLUMN koi_dicco_mra:  PRF &Delta;&alpha;<sub>SQ</sub>(OOT) [arcsec]
# COLUMN koi_dicco_mdec: PRF &Delta;&delta;<sub>SQ</sub>(OOT) [arcsec]
# COLUMN koi_dicco_msky: PRF &Delta;&theta;<sub>SQ</sub>(OOT) [arcsec]
#
loc_rowid,kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_srho,koi_prad,koi_incl,koi_teq,koi_insol,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky
4995,K07783.01,FALSE POSITIVE,0.542636318,1.2536,74.6,2.47892,1.39,89.05,2659,11844.28,5277,3.96,-0.14,1.633,0.888,293.27213,41.95142,14.458,0.000667,0.000274,-3.37,-7.566,8.28
4996,K03534.01,FALSE POSITIVE,29.911334059,7.26916,354380,2.32126,47.83,89.33,471,11.68,5303,4.632,-0.4,0.704,0.785,287.88483,41.879349,16.128,0.02,0.02,-0.035,-0.022,0.041
4997,K03535.01,FALSE POSITIVE,5.877122485,4.71655,362900,1.73069,125.68,87.86,1402,913.57,5702,3.807,-1.14,1.821,0.774,295.68814,42.970581,15.177,-0.39,,4.97,-0.19,4.97
4998,K03618.01,FALSE POSITIVE,10.636305846,5.17212,216060,1.73095,64.91,88.95,1110,358.62,6781,4.221,-0.54,1.345,1.097,285.33444,46.309879,17.035,0.22,0.07,-7.535,-1.266,7.64
4999,K03619.01,FALSE POSITIVE,2.1032389,6.4774,24852,0.05066,36.63,57.98,1238,555,5546,4.587,-0.24,0.786,0.88,290.91254,43.92989,13.171,0.2722,0.0779,-4.34,-1.365,4.55
5000,K03620.01,FALSE POSITIVE,46.698200933,3.57049,54592,7.1707,38.79,89.31,468,11.31,5772,4.518,-1.08,0.756,0.687,287.40515,49.456291,15.267,0.008,0.001,-0.033,0.01,0.035
5001,K01905.02,CONFIRMED,15.99560373,3.471,221.7,3.31831,1.04,89.86,550,21.54,4955,4.61,-0.1,0.721,0.774,286.66296,47.4137,14.017,0.0001,-0.00013,0.15,-0.05,0.16
5002,K03621.01,FALSE POSITIVE,4.39451798,2.9527,223620,6.11196,65.76,85.12,554,22.27,3695,4.773,0,0.483,0.504,293.79739,46.56179,16.705,0.01,-0.01,-0.012,0.016,0.019
5003,K03388.01,FALSE POSITIVE,25.9518795,21.569,1312.3,0.00091,35.1,66.75,645,41,5753,4.335,-0.1,1.078,0.918,293.72311,38.96983,14.997,0.00783,0.00036,-8.56,-1.41,8.67
5004,K03389.01,CANDIDATE,29.7681831,9.425,159.9,0.09982,3.98,87.47,917,167.51,5640,3.679,0.12,2.916,1.479,291.06937,38.914909,14.564,-0.00024,0.00015,0.86,-1.25,1.52
5005,K03390.01,FALSE POSITIVE,56.048096688,4.04427,53726,6.14689,42.62,89.34,400,6.06,5222,4.518,-0.3,0.78,0.73,292.42444,48.159592,14.967,-0.01,0.02,0.07,0.068,0.098
5006,K07751.01,FALSE POSITIVE,2.25161215,2.1,23.9,0.95398,1.14,84.15,2934,17529.42,9464,4.116,0.07,2.184,2.272,296.88562,41.19978,13.085,0.000455,0.000456,-6.931,-7.237,10.021
5007,K03391.01,CANDIDATE,36.7662364,3.305,579.5,8.80863,1.28,89.89,336,3.02,4342,4.699,-0.8,0.54,0.531,285.84387,46.015911,15.903,5E-05,-0.00106,-1.21,-0.97,1.55
5008,K03392.01,FALSE POSITIVE,50.35545898,5.51863,107140,5.43315,31.66,89.9,492,13.81,5936,4.501,0.07,0.965,1.075,293.44366,46.471512,15.724,0.027,-0.006,-0.053,0.039,0.066
5009,K03458.01,CONFIRMED,14.0328775,6.684,210.9,0.41197,1.45,89.85,783,88.83,6063,4.47,-0.02,1.001,1.079,290.1499,41.4646,15.652,0.00012,0.00011,-0.22,0.27,0.34
5010,K03459.01,CANDIDATE,13.2226149,4.337,261.7,0.0791,1.75,83.99,740,71.11,5931,4.545,-0.28,0.863,0.953,292.33035,37.997059,15.208,0.00039,0.0003,-0.26,0.27,0.37
5011,K01750.02,CANDIDATE,2.53742164,1.563,104.5,5.11255,0.93,88.64,1220,525.68,5447,4.481,0.16,0.917,0.928,293.30023,41.523338,14.8,9E-05,-0.00011,-0.5,0.2,0.49
5012,K07770.01,FALSE POSITIVE,3.54828691,3.281,70.9,0.87184,1.69,89.75,1795,2458.09,6573,4.01,0.08,1.987,1.475,289.71146,41.529713,13.79,-2.4E-05,-2.3E-05,0.04,-0.09,0.09
5013,K03460.01,CANDIDATE,62.596544,11.477,223.1,0.33225,2.25,89.66,559,23.01,5934,4.173,0.32,1.509,1.237,297.37912,46.367069,14.451,0.00027,0.00024,-0.05,0.03,0.06
5014,K03461.01,FALSE POSITIVE,18.79852,4.795,487.4,0.10778,2.04,85.75,509,15.82,4808,4.589,-0.1,0.715,0.723,290.20361,37.774342,16.153,-0.00545,0.00653,5.93,-5.3,7.9
5015,K03536.01,FALSE POSITIVE,156.51657398,12.2259,113340,1.09284,61.44,89.49,367,4.31,6002,4.354,-0.2,1.084,0.969,299.66415,43.762989,13.375,0.002,-0.001,0.002,0.012,0.012
5016,K03537.01,FALSE POSITIVE,1.366946478,3.37701,158640,0.668,43.45,77.58,1403,910.99,5353,4.527,-0.52,0.757,0.704,295.25287,42.900028,15.002,-0.085,-0.322,0.068,11.402,11.402
5017,K03538.01,FALSE POSITIVE,313.09275066,14.3447,445610,3.65359,47.52,89.92,207,0.44,5067,4.596,-0.6,0.673,0.651,281.7179,44.873989,15.638,-0.12,0.09,0.048,-0.048,0.068
5018,K07782.01,FALSE POSITIVE,0.566813677,2.458,61.2,0.30806,0.77,75.01,2269,6276.41,6106,4.487,-0.16,0.966,1.043,291.01138,41.906979,15.644,-7E-06,-0.000134,-1.91,-1.02,2.17
5019,K03539.01,FALSE POSITIVE,157.32263943,21.9232,153930,0.23997,56.66,89.25,351,3.61,6109,4.472,-0.12,0.989,1.056,284.51367,45.1203,15.291,0.004,0,-0.035,-0.008,0.035
5020,K03540.01,FALSE POSITIVE,9.53040216,5.95809,321540,1.26177,60.49,88.24,805,99.43,5501,4.438,-0.14,0.912,0.833,295.23196,38.925919,14.689,0.01,-0.05,0.004,0.018,0.019
5021,K03627.01,FALSE POSITIVE,4.218512654,3.62939,23417,0.4874,16.67,84.29,1189,472.03,6185,4.472,-0.18,0.991,1.06,297.46631,47.023232,15.232,0.0078,0.005,-0.001,-0.113,0.113
5022,K03627.02,FALSE POSITIVE,8.529991199,3.9954,20084,0.40776,44.86,83.95,940,184.92,6185,4.472,-0.18,0.991,1.06,297.46631,47.023232,15.232,0.0082,0.0029,-0.083,-0.083,0.118
5023,K03628.01,FALSE POSITIVE,3.47140045,1.55,,0.3158,,,,493.28,,,,,,290.85931,38.636593,19.033,,,,,
5024,K03629.01,FALSE POSITIVE,1.922862476,3.4594,101270,0.59224,70.65,78.15,1827,2631.95,6408,4.246,-0.22,1.303,1.087,291.44626,38.639778,15.925,-0.04,-0.09,1.22,0.92,1.53
5025,K00352.02,CONFIRMED,16.00747237,1.267,277.6,1.84859,2.99,88.09,838,116.46,5857,4.204,-0.04,1.305,0.993,298.06769,49.412601,13.77,2E-05,,0.27,0.14,0.31
5026,K03393.01,CONFIRMED,54.6493679,7.962,432.5,0.96534,2.64,89.98,538,19.86,5751,4.234,0.16,1.282,1.028,290.59039,45.439709,15.335,-0.00018,0.00056,-0.11,-0.2,0.23
5027,K01650.02,CONFIRMED,100.8276725,8.39,1778.8,0.71468,4.35,89.47,364,4.16,5301,4.391,0.16,0.977,0.856,284.29694,49.15868,15.28,0.00109,-0.00105,-0.3,-0.16,0.34
5028,K03394.01,CANDIDATE,15.5764061,5.382,257.1,0.50757,1.79,88.27,793,93.42,6214,4.442,0.07,1.076,1.169,290.23602,43.47065,15.491,-9E-05,-0.00013,0.26,0.69,0.74
5029,K03395.01,CANDIDATE,10.00506974,3.481,143.3,2.00242,1.11,89.61,849,122.48,5912,4.453,-0.38,0.924,0.884,286.54041,38.3326,14.634,4E-05,-0.00025,0.23,-0.63,0.7
5030,K07753.01,FALSE POSITIVE,0.905675699,1.701,73.2,1.63642,0.77,89.89,1780,2374.98,5730,4.518,0,0.903,0.981,289.297,41.285488,15.384,-3E-05,5E-05,1.4,1.64,2.16
5031,K03396.01,CANDIDATE,36.2580749,5.917,380.3,0.40586,1.82,88.52,516,16.7,5818,4.554,-0.22,0.848,0.937,293.2244,40.931931,15.553,0.00022,7E-05,0.38,0.29,0.48
5032,K03462.01,CANDIDATE,12.4326997,7.81,240.3,0.21545,1.88,88.99,839,117.17,5480,4.22,0.14,1.229,0.914,297.70197,46.823318,15.916,-0.00051,-0.00019,0.02,0.27,0.27
5033,K03462.02,CANDIDATE,30.9902997,9.454,321.5,0.25371,2.21,89.03,619,34.68,5480,4.22,0.14,1.229,0.914,297.70197,46.823318,15.916,-0.00064,0.0004,0.89,-0.85,1.23
5034,K03464.01,FALSE POSITIVE,15.9750417,3.549,643.5,0.05608,90.37,82.36,1143,403.2,5220,3.52,-0.18,3.456,1.443,296.672,50.150108,13.933,6E-05,0,0.13,0.25,0.28
5035,K03465.01,CONFIRMED,16.0505464,3.171,94.4,4.24361,0.81,89.8,630,37.12,5428,4.563,0.21,0.853,0.971,288.56152,46.536049,13.136,,9.4E-05,0.04,0.27,0.27
5036,K07771.01,FALSE POSITIVE,0.805267592,0.887,146.6,10.07031,1.35,89.33,2165,5216.79,6268,4.429,0.07,1.1,1.188,290.13007,41.5998,15.881,0.000792,-0.000648,0,1.83,1.83
5037,K03466.01,FALSE POSITIVE,11.082622625,6.62584,268720,1.01554,48.38,89.37,793,93.67,5831,4.503,-0.06,0.922,0.988,293.25281,46.051628,16.411,-0.14,-0.4,1.974,5.75,6.08
5038,K03541.01,FALSE POSITIVE,421.42848194,8.60447,96654,10.64283,54.16,89.96,335,2.97,6235,4.034,-0.14,1.708,1.152,284.2572,45.118668,13.769,0.001,0.004,-0.006,-0.003,0.007
5039,K01823.02,FALSE POSITIVE,1.096587245,3.0287,541.2,0.32884,168.68,17.79,1726,2096.5,5869,4.513,0.07,0.942,1.054,297.78775,47.098331,13.954,,0.000677,-5.3,2.46,5.83
5040,K03542.01,FALSE POSITIVE,3.012476415,3.31903,198400,1.61656,58.77,85.58,1388,879.89,6015,4.329,-0.34,1.088,0.92,294.14001,39.08987,14.776,0.318,0.02,-4.8,0.82,4.9
5041,K03543.01,FALSE POSITIVE,204.74104758,20.5357,333800,0.68071,97.39,89.7,404,6.3,6517,4.211,-0.12,1.44,1.234,294.70926,46.38472,13.841,-0.005,-0.04,0.013,0.019,0.023
5042,K07727.01,FALSE POSITIVE,0.759740194,3.252,42.5,0.16655,0.67,73.19,2059,4245.86,6046,4.478,0.07,1.007,1.111,290.55255,40.688759,14.92,0.000137,-0.000194,0.23,4.57,4.57
5043,K03544.01,FALSE POSITIVE,4.664186517,4.0639,555380,2.842,278.81,88.88,1683,1896.44,5062,3.515,0.14,3.579,1.53,287.98795,38.89175,16.144,0.28,-0.26,-4.457,4.67,6.46
5044,K03545.01,FALSE POSITIVE,1.092066399,2.97608,401890,1.47783,40.74,83.83,1164,432.44,4556,4.67,-0.74,0.576,0.566,295.5061,44.110538,15.896,,,-0.021,0.003,0.021
5045,K03613.01,FALSE POSITIVE,3.053578643,3.22884,52880,0.66341,35.35,80.73,1035,271.46,5414,4.625,-0.44,0.714,0.792,298.13141,41.950989,15.74,0.0646,0,-10.035,-0.261,10.039
5046,K03614.01,FALSE POSITIVE,2.992662857,2.5258,113700,3.46895,60.35,90,1476,1123.54,4927,3.883,0.16,1.837,0.94,289.8569,46.789928,16.328,,,-0.022,0.063,0.067
5047,K03615.01,FALSE POSITIVE,4.664188563,3.773,11360,0.17481,52.09,77.64,1221,525.46,5699,4.192,-0.3,1.215,0.838,287.98959,38.890381,13.915,0.119,-0.121,-4.447,4.511,6.334
5048,K07738.01,FALSE POSITIVE,0.954873008,1.0613,33,3.85217,0.81,84.19,2325,6913.47,6092,4.114,-0.6,1.363,0.881,298.05832,40.943069,11.8,0,,-0.28,2.65,2.67
5049,K03616.01,FALSE POSITIVE,0.56493412,2.57621,252640,1.05015,33.4,74.63,1458,1071.88,4748,4.729,-1.26,0.534,0.556,296.37036,41.390469,15.839,,0.26,-0.35,-0.381,0.518
5050,K03617.01,FALSE POSITIVE,1.674984844,4.92134,234580,0.35623,150.48,78.77,3055,20561.29,8285,3.971,0.07,2.451,2.05,293.57437,48.007439,14.567,0.419,-0.08,-0.54,0.36,0.65
5051,K03397.01,CANDIDATE,35.8754482,3.972,366.7,5.08582,2.35,89.98,668,47.15,6559,4.357,-0.04,1.218,1.235,290.44928,41.535789,15.353,-0.00023,0.00036,0.63,-0.39,0.74
5052,K03398.01,CONFIRMED,7.31945294,4.881,166.8,0.54182,5.05,89.44,1682,1891.07,5745,3.499,0.4,3.955,1.801,295.49811,38.644501,13.489,-5.4E-05,-5.2E-05,-0.08,-0.14,0.16
5053,K03398.02,CANDIDATE,35.8007112,8.219,417.4,0.5732,7.97,89.93,991,227.68,5745,3.499,0.4,3.955,1.801,295.49811,38.644501,13.489,3E-05,-1E-05,-0.1,0.25,0.27
5054,K07754.01,FALSE POSITIVE,0.790049989,2.794,70.8,0.33422,0.67,85.23,1724,2082.67,5427,4.53,-0.24,0.808,0.807,292.53809,41.206612,15.53,-0.000437,-0.000725,2.09,8.05,8.31
5055,K03398.03,CANDIDATE,4.32710579,3.872,84.1,0.64844,3.58,89.83,2004,3805.87,5745,3.499,0.4,3.955,1.801,295.49811,38.644501,13.489,-5.9E-05,6.2E-05,0.16,0.16,0.23
5056,K03399.01,FALSE POSITIVE,14.15402615,4.115,21653,0.70367,29.61,86.48,495,14.25,4352,4.61,-0.04,0.661,0.65,290.35443,41.76918,15.056,0,0,-0.374,0.26,0.456
5057,K03467.01,FALSE POSITIVE,33.93754213,11.1677,32990,0.16909,138.25,84.78,618,34.42,6220,4.414,-0.1,1.066,1.07,293.03067,42.63522,15.191,-0.04,0.02,0.022,0.005,0.023
5058,K03468.01,CONFIRMED,20.7057153,9.678,115.9,0.0145,3.22,82.32,967,206.73,5668,3.792,0.14,2.437,1.338,298.11887,40.37505,14.276,0.00031,0.0001,0.41,0.4,0.58
5059,K03469.01,CANDIDATE,60.532988,7.086,467.5,0.76954,1.91,89.33,420,7.36,5631,4.557,-0.06,0.847,0.946,294.25037,39.943939,14.196,0,-0.00029,-0.02,0.11,0.11
5060,K07772.01,FALSE POSITIVE,3.7228679,9.557,52.1,0.01125,0.74,66.65,1182,461.27,6046,4.509,-0.2,0.927,1.011,292.01721,41.562809,15.202,0.000179,-0.000112,-3.92,-1.9,4.35
5061,K01781.03,CONFIRMED,58.0198583,5.348,1286.6,0.25545,3.46,88.47,354,3.7,4920,4.62,0.07,0.72,0.822,287.60559,49.523258,12.231,5E-05,6E-05,0.04,0.15,0.15
5062,K03470.01,CANDIDATE,15.0617835,6.31,196.6,0.5161,1.61,89.64,794,94.08,5806,4.321,0.14,1.158,1.024,283.79782,46.931,15.386,0.00053,-0.00043,-0.38,1.26,1.31
5063,K03546.01,FALSE POSITIVE,4.286103033,2.6422,173360,4.22453,25.8,88.05,686,52.42,4206,4.663,-0.28,0.591,0.587,293.46356,42.88406,15.295,-0.044,0.031,0.004,-0.008,0.01
5064,K03547.01,FALSE POSITIVE,290.7778719,12.0525,225770,3.58215,45.27,89.83,222,0.58,5207,4.585,-0.3,0.734,0.756,283.89862,42.299992,14.282,0,0,-0.036,0.02,0.041
5065,K03548.01,FALSE POSITIVE,5.017239915,4.36126,144640,1.23808,41.75,89.07,1229,538.77,6519,4.41,-0.36,1.079,1.091,294.92371,47.249989,14.115,0.022,-0.116,-0.217,0.496,0.541
5066,K07728.01,FALSE POSITIVE,0.937923475,3.164,40.4,0.19537,0.52,75.72,1588,1503.05,5398,4.58,-0.04,0.805,0.902,294.11649,40.681061,14.403,0.00035,0.000226,-4.28,-3.63,5.61
5067,K03549.01,FALSE POSITIVE,204.0329342,17.5623,411370,1.24687,57.35,89.8,272,1.29,5553,4.577,-0.16,0.806,0.903,292.37616,37.657459,15.734,0.23,0.1,0.014,-0.053,0.055
5068,K03550.01,FALSE POSITIVE,2.148219541,2.94091,457840,3.09519,49.6,87.33,1009,244.99,4694,4.6,-0.28,0.672,0.657,289.25281,42.562611,15.783,,0.2,0.042,0.023,0.047
5069,K03551.01,FALSE POSITIVE,58.621578824,8.52961,142950,1.43506,40.43,89.2,385,5.19,5232,4.554,-0.52,0.725,0.686,295.61038,43.260422,15.161,0,-0.08,0.054,0.124,0.135
5070,K03622.01,FALSE POSITIVE,3.125821128,2.2163,5025.4,0.28505,110.58,76.09,2087,4481.76,6137,3.705,0.07,2.852,1.505,287.15167,42.110378,12.77,0.02698,0.1014,-1.841,-6.553,6.807
5071,K03623.01,FALSE POSITIVE,1.032068851,2.1344,121990,1.73073,44.35,77.27,1221,523.01,4387,4.587,0.28,0.711,0.712,282.55338,43.417358,16.177,0.005,0.002,-0.025,-0.001,0.025
5072,K07739.01,FALSE POSITIVE,6.6751871,2.372,178.3,3.98234,1.09,89.32,890,148.28,5774,4.567,-0.3,0.818,0.907,299.33994,40.925362,15.554,-0.00156,-0.00371,5.85,6.31,8.6
5073,K03624.01,FALSE POSITIVE,1.450205839,3.6373,25884,0.16763,92.78,62.22,2675,12063.44,7564,4.093,-0.08,1.893,1.621,295.81686,44.00568,13.91,-0.0012,-0.0011,0.013,0.009,0.016
5074,K03625.01,FALSE POSITIVE,3.224486463,4.61686,403730,1.08976,79.08,87.13,1456,1060.42,6389,4.331,-0.24,1.16,1.046,298.35327,47.66888,16.169,,0.491,-2.458,-11.349,11.612
5075,K03626.01,FALSE POSITIVE,44.14579777,4.088,224230,14.62953,62.24,89.57,504,15.25,5876,4.492,-0.3,0.896,0.91,288.31876,51.725361,16.442,0.15,0.1,-2.91,-2.07,3.57
5076,K03400.01,FALSE POSITIVE,33.3239576,37.217,2012.1,0.00447,2.55,85.79,416,7.06,5192,4.707,-1.98,0.555,0.572,284.85162,45.86351,15.213,0.00038,-0.00024,-0.01,-0.08,0.08
5077,K03401.01,CANDIDATE,17.9559673,6.237,137,0.01245,1.96,80.55,750,74.61,5641,4.258,0.07,1.195,0.944,297.47839,46.81575,14.388,-0.00029,-0.00012,0.08,-0.32,0.33
5078,K07756.01,FALSE POSITIVE,0.94102954,4.415,34.5,0.11183,1.41,86.07,2761,13794.93,5766,3.783,-0.08,2.409,1.283,299.37268,41.236671,13.134,6.5E-05,-5E-05,0.59,-3.15,3.21
5079,K01681.02,CANDIDATE,1.992812339,2.066,314.8,0.03649,6.81,55.11,675,48.82,3638,4.844,-0.14,0.42,0.45,291.285,40.730049,15.855,1E-05,-0.00065,-1.62,0.01,1.62
5080,K03402.01,FALSE POSITIVE,36.514374043,6.48255,111620,2.47207,33.27,89.86,546,21.08,5811,4.465,0.21,1,1.066,294.19629,38.83712,15.423,-0.001,-0.017,0.018,0.022,0.029
5081,K03403.01,CONFIRMED,39.818832,10.757,199.1,0.14716,2.23,88.51,650,42.32,5710,4.073,0,1.524,1.003,286.64642,49.937778,13.102,-8.4E-05,0,-0.21,1.24,1.26
5082,K03470.02,CONFIRMED,25.4337864,6.514,302,0.75163,2,89.55,667,46.8,5806,4.321,0.14,1.158,1.024,283.79782,46.931,15.386,0.00032,0.00046,-0.48,-0.01,0.48
5083,K03471.01,FALSE POSITIVE,67.451045,8.9387,7062.8,0.13836,36.7,88.2,562,23.61,4847,3.726,0.07,2.191,0.93,297.16977,50.147369,13.342,0,0,-0.255,-0.243,0.352
5084,K07773.01,CANDIDATE,2.69339974,1.936,147.5,2.88649,1.04,88.45,1151,415.96,5355,4.511,0.07,0.863,0.88,298.68607,41.521069,15.673,0.00015,0.00011,0.61,0.49,0.78
5085,K03472.01,CANDIDATE,10.43003118,2.029,120,9.6061,1.14,89.57,906,159.58,6277,4.449,-0.18,1.031,1.085,295.63855,46.132549,14.412,-0.00016,-0.00043,-1.17,-0.78,1.41
5086,K03473.01,CANDIDATE,27.63714708,1.7277,735.5,21.30054,6.96,89.6,816,104.6,5214,3.766,0.06,2.427,1.254,298.0759,45.18903,13.851,9E-05,0.00017,-0.11,-0.12,0.16
5087,K03474.01,CANDIDATE,52.6095103,8.202,203.7,0.82312,1.83,89.88,553,22.13,5881,4.259,0.16,1.294,1.109,298.0834,40.34621,14.192,0.00028,-0.00011,-0.42,0.5,0.65
5088,K01830.02,CONFIRMED,198.7106251,8.638,2094.8,2.92892,3.56,89.99,258,1.05,5180,4.548,0,0.8,0.825,286.55807,38.405369,14.443,-4E-05,-0.00069,0.07,0.19,0.2
5089,K03552.01,FALSE POSITIVE,15.873380595,8.0429,208360,2.45958,630.53,83.8,962,202.23,5622,3.907,-0.12,1.895,1.056,299.04727,41.538078,14.679,0.163,0,-3.2,0.42,3.2
5090,K07729.01,CANDIDATE,50.563697,5.381,50.5,0.71112,1.57,89.03,761,79.36,6759,4.018,0.12,2.022,1.552,295.19501,40.670841,10.948,2.7E-05,,0.1,0.58,0.59
5091,K03553.01,FALSE POSITIVE,65.583665567,5.01216,242400,11.84213,41.22,89.7,371,4.5,5516,4.65,-0.84,0.666,0.721,294.43863,48.985241,15.743,0.01,0,-0.008,-0.009,0.012
5092,K03554.01,FALSE POSITIVE,394.67816267,6.05443,253380,41.81694,52.16,89.94,235,0.72,5780,4.505,-0.54,0.83,0.803,285.60162,41.817532,15.207,0.03,0,-0.008,0.013,0.016
5093,K03555.01,FALSE POSITIVE,111.31980522,23.0078,62705,0.1344,63.68,89.7,539,20.01,5022,3.562,-0.34,2.58,0.887,290.51163,44.556019,12.439,-0.0028,0,0.002,0.005,0.005
5094,K03556.01,FALSE POSITIVE,110.29512684,16.5339,176340,0.5239,37.88,89.8,362,4.06,5753,4.503,-0.14,0.895,0.931,295.46201,39.084389,15.258,0.05,0.03,-0.099,-0.053,0.112
5095,K03334.01,FALSE POSITIVE,95.178317934,3.60125,128580,28.14794,28.75,89.82,272,1.29,4523,4.615,-0.24,0.653,0.641,296.33862,48.75758,14.401,-0.002,0.003,0.009,-0.003,0.009
5096,K03335.01,CANDIDATE,31.2543238,5.662,438,1.53674,2.29,89.98,635,38.54,6246,4.433,0.07,1.092,1.18,293.07062,48.387741,15.82,-6E-05,-5E-05,-0.63,-0.23,0.67
5097,K03336.01,FALSE POSITIVE,61.4911479,9.745,58703,0.61955,22.76,89.22,438,8.7,5830,4.54,-0.14,0.876,0.97,294.35663,45.195011,15.523,0.0151,-0.1,-0.59,6.07,6.1
5098,K00284.04,CONFIRMED,110.2867031,4.427,145.3,4.58014,1.41,89.73,414,6.96,5931,4.322,-0.24,1.101,0.929,283.23581,41.34304,11.818,-6E-05,0.00015,-0.42,-0.18,0.45
5099,K01525.02,CANDIDATE,11.8061737,4.472,88.1,0.10161,2.87,84.28,1407,926.72,6900,3.843,0,2.599,1.714,281.97125,43.672771,12.082,7.1E-05,-1E-06,0.37,0.38,0.53
5100,K03403.02,CANDIDATE,6.15828666,6.329,57.7,0.11245,1.2,84.39,1212,510.35,5710,4.073,0,1.524,1.003,286.64642,49.937778,13.102,2.4E-05,-6E-06,0.47,-0.21,0.51
5101,K07757.01,FALSE POSITIVE,10.828825742,0.7275,92.1,236.83431,0.76,89.93,758,78.3,5862,4.584,-0.52,0.785,0.865,288.65695,41.399529,13.492,-0.00019,9E-05,0.38,-0.6,0.71
5102,K03404.01,CONFIRMED,82.292865,7.048,371.1,1.97446,1.82,89.87,400,6.07,5626,4.467,0.14,0.957,0.977,281.29581,44.465401,14.828,0.0002,1E-05,-1.06,0.72,1.28
5103,K03407.01,CONFIRMED,92.436978,6.432,955.2,0.23138,2.89,88.85,348,3.46,5595,4.606,-0.48,0.741,0.808,295.69357,42.609509,15.449,-0.00125,-0.00024,0.27,-0.6,0.66
5104,K03408.01,CANDIDATE,65.427645,9.404,319,0.69676,1.65,90,453,9.94,6014,4.504,-0.2,0.926,0.998,296.0069,50.281811,14.821,0.00017,-0.00052,-1.09,-0.27,1.13
5105,K03409.01,FALSE POSITIVE,11.08260553,6.23,601.2,0.01895,7.34,78.8,1108,355.64,5125,3.674,-0.5,2.196,0.831,293.25259,46.04903,13.566,-0.003821,-0.0716,0.442,9.273,9.284
5106,K03475.01,FALSE POSITIVE,22.7832776,4.194,120.2,1.30145,1.33,88.81,759,78.41,6517,4.382,-0.14,1.159,1.181,297.49515,41.4147,12.972,0.000855,-0.000525,-5.71,3.19,6.54
5107,K03476.01,FALSE POSITIVE,23.737952838,8.50818,95884,0.43244,53.27,87.55,620,34.94,5559,4.394,0.04,1,0.903,298.37177,41.291759,15.147,,0.47,0.15,-0.087,0.173
5108,K03477.01,FALSE POSITIVE,21.4618453,5.675,122.2,0.00428,19.89,75.99,722,64.17,5806,4.283,0.12,1.213,1.028,294.91699,45.680679,13.798,6E-05,-0.00074,0.42,5.18,5.2
5109,K03479.01,FALSE POSITIVE,75.13194883,20.8729,122370,0.13197,26.21,89.18,359,3.94,5365,4.586,-0.46,0.729,0.747,292.72137,41.904919,14.658,-0.002,0.036,-0.015,-0.16,0.161
5110,K01788.02,CANDIDATE,369.069345,5.832,945.9,1.51624,3.07,89.76,197,0.35,4855,4.542,0.12,0.778,0.769,287.73755,38.114559,14.521,-0.00134,0.0004,0.18,0.15,0.24
5111,K03557.01,FALSE POSITIVE,243.82122131,10.9312,56799,1.30981,56.63,89.63,365,4.18,6370,4.228,-0.26,1.316,1.064,292.26044,40.703678,13.297,-0.0009,0.0006,-0.003,-0.009,0.009
5112,K07730.01,FALSE POSITIVE,0.77459856,2.71,,,,,,,,,,,,283.69891,40.76804,14.737,5.8E-05,4.7E-05,-0.06,0.042,0.072
5113,K03558.01,FALSE POSITIVE,16.227548674,5.08666,192690,2.36264,46.52,88.58,599,30.52,5297,4.587,0.07,0.795,0.905,297.19037,46.826481,15.901,-0.253,-0.07,0.132,0.046,0.14
5114,K03559.01,FALSE POSITIVE,47.189437,11.555,370870,0.93885,66.71,89.38,484,13.01,5458,4.381,-0.08,0.972,0.828,286.84851,39.304939,15.624,,,,,
5115,K03560.01,FALSE POSITIVE,1.501760172,5.85519,387900,0.28491,90.92,80.79,1905,3110.42,6327,4.315,0.21,1.29,1.257,295.21747,39.910042,11.825,-0.02,,-0.016,0.014,0.021
